source_style,target_style,similarity,source_idx,target_idx,source_artist,target_artist,source_genre,target_genre,source_duplicate_group,target_duplicate_group
High_Renaissance,Baroque,0.8475003838539124,79374,72550,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,1442,3050
High_Renaissance,Northern_Renaissance,0.8657018542289734,64620,23747,Unknown Artist,hans-holbein-the-younger,portrait,religious_painting,4977,3052
High_Renaissance,Northern_Renaissance,0.8562132716178894,44596,23747,Unknown Artist,hans-holbein-the-younger,portrait,religious_painting,6088,3052
High_Renaissance,Northern_Renaissance,0.8520185947418213,46182,23747,pietro-perugino,hans-holbein-the-younger,religious_painting,religious_painting,72,3052
High_Renaissance,Northern_Renaissance,0.8491465449333191,30880,23747,Unknown Artist,hans-holbein-the-younger,portrait,religious_painting,6995,3052
High_Renaissance,Northern_Renaissance,0.8485246896743774,64724,23747,Unknown Artist,hans-holbein-the-younger,portrait,religious_painting,6582,3052
Northern_Renaissance,High_Renaissance,0.8172853589057922,50134,26235,Unknown Artist,titian,portrait,portrait,2884,3054
Northern_Renaissance,High_Renaissance,0.8158667087554932,41761,26235,Unknown Artist,titian,portrait,portrait,865,3054
Early_Renaissance,High_Renaissance,0.7952338457107544,56326,26235,pietro-perugino,titian,religious_painting,portrait,2715,3054
Northern_Renaissance,High_Renaissance,0.783307671546936,34969,26235,lucas-cranach-the-elder,titian,portrait,portrait,2204,3054
Northern_Renaissance,High_Renaissance,0.7804651856422424,51735,26235,hans-holbein-the-younger,titian,portrait,portrait,3495,3054
High_Renaissance,Northern_Renaissance,0.8621867895126343,33619,50708,pietro-perugino,hans-memling,religious_painting,religious_painting,3702,3055
Early_Renaissance,Northern_Renaissance,0.822329044342041,26869,50708,Unknown Artist,hans-memling,religious_painting,religious_painting,3952,3055
High_Renaissance,Northern_Renaissance,0.8210656046867371,52871,50708,Unknown Artist,hans-memling,religious_painting,religious_painting,3838,3055
Early_Renaissance,Northern_Renaissance,0.8095999360084534,21539,50708,Unknown Artist,hans-memling,religious_painting,religious_painting,4064,3055
High_Renaissance,Northern_Renaissance,0.808844804763794,46058,50708,Unknown Artist,hans-memling,religious_painting,religious_painting,6653,3055
Northern_Renaissance,Baroque,0.8602075576782227,30167,38015,Unknown Artist,Unknown Artist,genre_painting,genre_painting,1727,3057
Northern_Renaissance,Baroque,0.8392921686172485,26524,38015,Unknown Artist,Unknown Artist,genre_painting,genre_painting,726,3057
Mannerism_Late_Renaissance,Baroque,0.8269135355949402,38333,38015,Unknown Artist,Unknown Artist,religious_painting,genre_painting,3025,3057
Northern_Renaissance,Baroque,0.8254472613334656,46926,38015,Unknown Artist,Unknown Artist,religious_painting,genre_painting,1127,3057
Northern_Renaissance,Baroque,0.8223599195480347,70525,38015,Unknown Artist,Unknown Artist,Unknown Genre,genre_painting,1940,3057
High_Renaissance,Northern_Renaissance,0.9037505388259888,45272,32732,Unknown Artist,Unknown Artist,religious_painting,religious_painting,368,3059
Early_Renaissance,Northern_Renaissance,0.8819503784179688,36850,32732,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1875,3059
High_Renaissance,Northern_Renaissance,0.8802827000617981,71487,32732,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting,3302,3059
High_Renaissance,Northern_Renaissance,0.8789415955543518,76292,32732,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting,4740,3059
Early_Renaissance,Northern_Renaissance,0.8788672089576721,48158,32732,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5971,3059
High_Renaissance,Northern_Renaissance,0.8912302851676941,30747,56404,Unknown Artist,lucas-cranach-the-elder,religious_painting,religious_painting,4981,3060
Early_Renaissance,Northern_Renaissance,0.8681647181510925,24497,56404,Unknown Artist,lucas-cranach-the-elder,religious_painting,religious_painting,1029,3060
Early_Renaissance,Northern_Renaissance,0.8669061660766602,25696,56404,Unknown Artist,lucas-cranach-the-elder,religious_painting,religious_painting,981,3060
High_Renaissance,Northern_Renaissance,0.8656358122825623,56480,56404,Unknown Artist,lucas-cranach-the-elder,religious_painting,religious_painting,1114,3060
High_Renaissance,Northern_Renaissance,0.8646833896636963,38441,56404,pietro-perugino,lucas-cranach-the-elder,religious_painting,religious_painting,1513,3060
Early_Renaissance,Northern_Renaissance,0.7829110026359558,56688,56608,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5416,3061
High_Renaissance,Northern_Renaissance,0.7298211455345154,61949,56608,raphael,Unknown Artist,sketch_and_study,religious_painting,4482,3061
Early_Renaissance,Northern_Renaissance,0.7228487730026245,63691,56608,pietro-perugino,Unknown Artist,portrait,religious_painting,4224,3061
High_Renaissance,Northern_Renaissance,0.7149588465690613,62275,56608,michelangelo,Unknown Artist,sketch_and_study,religious_painting,4398,3061
High_Renaissance,Northern_Renaissance,0.7144231200218201,45857,56608,michelangelo,Unknown Artist,sketch_and_study,religious_painting,1714,3061
Northern_Renaissance,Baroque,0.8666421175003052,7634,8207,albrecht-durer,rembrandt,genre_painting,religious_painting,6829,3062
High_Renaissance,Baroque,0.8564812541007996,27974,8207,michelangelo,rembrandt,sketch_and_study,religious_painting,2214,3062
High_Renaissance,Baroque,0.8463504314422607,41676,8207,michelangelo,rembrandt,religious_painting,religious_painting,5214,3062
High_Renaissance,Baroque,0.8437393307685852,24741,8207,michelangelo,rembrandt,sketch_and_study,religious_painting,636,3062
High_Renaissance,Baroque,0.8408821821212769,41037,8207,michelangelo,rembrandt,sketch_and_study,religious_painting,2476,3062
High_Renaissance,Baroque,0.8542382717132568,49023,5011,titian,rembrandt,portrait,portrait,6609,3064
Mannerism_Late_Renaissance,Baroque,0.851948618888855,78516,5011,Unknown Artist,rembrandt,Unknown Genre,portrait,3617,3064
Early_Renaissance,Baroque,0.8514061570167542,34865,5011,Unknown Artist,rembrandt,portrait,portrait,6240,3064
Mannerism_Late_Renaissance,Baroque,0.8445844650268555,65208,5011,Unknown Artist,rembrandt,portrait,portrait,6527,3064
Mannerism_Late_Renaissance,Baroque,0.8442552089691162,52592,5011,tintoretto,rembrandt,portrait,portrait,6708,3064
High_Renaissance,Mannerism_Late_Renaissance,0.8885433077812195,71487,56934,Unknown Artist,tintoretto,Unknown Genre,religious_painting,3302,3066
High_Renaissance,Mannerism_Late_Renaissance,0.8797793388366699,79375,56934,Unknown Artist,tintoretto,Unknown Genre,religious_painting,5466,3066
High_Renaissance,Mannerism_Late_Renaissance,0.8784465789794922,79383,56934,Unknown Artist,tintoretto,Unknown Genre,religious_painting,2240,3066
High_Renaissance,Mannerism_Late_Renaissance,0.8750141263008118,42200,56934,Unknown Artist,tintoretto,religious_painting,religious_painting,2536,3066
Northern_Renaissance,Mannerism_Late_Renaissance,0.8748610019683838,81158,56934,Unknown Artist,tintoretto,Unknown Genre,religious_painting,2076,3066
Early_Renaissance,High_Renaissance,0.8708422780036926,52015,41835,Unknown Artist,Unknown Artist,portrait,portrait,3988,1106
Early_Renaissance,High_Renaissance,0.8705464601516724,25221,41835,Unknown Artist,Unknown Artist,portrait,portrait,5439,1106
Northern_Renaissance,High_Renaissance,0.8675686120986938,19910,41835,hans-holbein-the-younger,Unknown Artist,sketch_and_study,portrait,2709,1106
Northern_Renaissance,High_Renaissance,0.8588324785232544,23708,41835,hans-holbein-the-younger,Unknown Artist,portrait,portrait,1054,1106
Northern_Renaissance,High_Renaissance,0.8558431267738342,3783,41835,albrecht-durer,Unknown Artist,portrait,portrait,3550,1106
Northern_Renaissance,High_Renaissance,0.8781604170799255,39535,33321,Unknown Artist,Unknown Artist,religious_painting,religious_painting,6932,3067
Northern_Renaissance,High_Renaissance,0.8760631680488586,32103,33321,lucas-cranach-the-elder,Unknown Artist,religious_painting,religious_painting,6487,3067
Early_Renaissance,High_Renaissance,0.8759048581123352,56848,33321,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1756,3067
Early_Renaissance,High_Renaissance,0.8747318387031555,39630,33321,pietro-perugino,Unknown Artist,religious_painting,religious_painting,2682,3067
Early_Renaissance,High_Renaissance,0.8738143444061279,30954,33321,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1083,3067
Northern_Renaissance,High_Renaissance,0.8169471621513367,30772,65170,Unknown Artist,titian,portrait,portrait,4108,3068
Northern_Renaissance,High_Renaissance,0.8168752193450928,56719,65170,Unknown Artist,titian,religious_painting,portrait,1679,3068
Northern_Renaissance,High_Renaissance,0.8035802245140076,49294,65170,hans-memling,titian,religious_painting,portrait,293,3068
Northern_Renaissance,High_Renaissance,0.8027657270431519,50422,65170,hans-holbein-the-younger,titian,portrait,portrait,4426,3068
Early_Renaissance,High_Renaissance,0.7797772288322449,24448,65170,Unknown Artist,titian,portrait,portrait,6600,3068
High_Renaissance,Mannerism_Late_Renaissance,0.9024656414985657,79393,74024,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,6912,3069
Northern_Renaissance,Mannerism_Late_Renaissance,0.8936757445335388,81151,74024,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3772,3069
Northern_Renaissance,Mannerism_Late_Renaissance,0.8860353827476501,44164,74024,hieronymus-bosch,Unknown Artist,religious_painting,Unknown Genre,546,3069
Northern_Renaissance,Mannerism_Late_Renaissance,0.885298490524292,56195,74024,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,5037,3069
Early_Renaissance,Mannerism_Late_Renaissance,0.8825013637542725,67951,74024,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,2546,3069
High_Renaissance,Mannerism_Late_Renaissance,0.8714378476142883,24418,50736,titian,tintoretto,religious_painting,religious_painting,3879,3071
High_Renaissance,Mannerism_Late_Renaissance,0.8678359985351562,56818,50736,Unknown Artist,tintoretto,religious_painting,religious_painting,874,3071
High_Renaissance,Mannerism_Late_Renaissance,0.8669572472572327,76525,50736,Unknown Artist,tintoretto,Unknown Genre,religious_painting,5789,3071
Northern_Renaissance,Mannerism_Late_Renaissance,0.8623892068862915,69185,50736,Unknown Artist,tintoretto,Unknown Genre,religious_painting,932,3071
Northern_Renaissance,Mannerism_Late_Renaissance,0.8554835915565491,72904,50736,Unknown Artist,tintoretto,Unknown Genre,religious_painting,1238,3071
Northern_Renaissance,High_Renaissance,0.9385643005371094,56828,56747,hans-memling,pietro-perugino,religious_painting,religious_painting,6359,3072
Early_Renaissance,High_Renaissance,0.9351553916931152,56355,56747,Unknown Artist,pietro-perugino,religious_painting,religious_painting,7129,3072
Early_Renaissance,High_Renaissance,0.9342883229255676,34366,56747,Unknown Artist,pietro-perugino,religious_painting,religious_painting,4345,3072
Early_Renaissance,High_Renaissance,0.9298091530799866,56604,56747,leonardo-da-vinci,pietro-perugino,religious_painting,religious_painting,4087,3072
Early_Renaissance,High_Renaissance,0.929482638835907,49002,56747,Unknown Artist,pietro-perugino,religious_painting,religious_painting,3033,3072
Early_Renaissance,Northern_Renaissance,0.8372789025306702,56670,49000,fra-angelico,Unknown Artist,religious_painting,religious_painting,3246,3073
Early_Renaissance,Northern_Renaissance,0.836779773235321,39983,49000,Unknown Artist,Unknown Artist,religious_painting,religious_painting,2561,3073
Early_Renaissance,Northern_Renaissance,0.832124650478363,40794,49000,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5347,3073
Early_Renaissance,Northern_Renaissance,0.8296365737915039,20815,49000,Unknown Artist,Unknown Artist,religious_painting,religious_painting,3533,3073
Early_Renaissance,Northern_Renaissance,0.8230772018432617,41797,49000,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5817,3073
Mannerism_Late_Renaissance,Baroque,0.8698510527610779,22943,10337,titian,rembrandt,religious_painting,religious_painting,6167,3074
Mannerism_Late_Renaissance,Baroque,0.8592849969863892,56266,10337,Unknown Artist,rembrandt,religious_painting,religious_painting,3427,3074
Mannerism_Late_Renaissance,Baroque,0.850098192691803,36461,10337,Unknown Artist,rembrandt,religious_painting,religious_painting,1987,3074
Mannerism_Late_Renaissance,Baroque,0.8479128479957581,57139,10337,Unknown Artist,rembrandt,religious_painting,religious_painting,442,3074
Mannerism_Late_Renaissance,Baroque,0.8464498519897461,56303,10337,Unknown Artist,rembrandt,religious_painting,religious_painting,3751,3074
High_Renaissance,Baroque,0.8285500407218933,25533,78658,Unknown Artist,Unknown Artist,portrait,Unknown Genre,1360,3075
High_Renaissance,Baroque,0.8243045806884766,52764,78658,titian,Unknown Artist,portrait,Unknown Genre,6550,3075
Mannerism_Late_Renaissance,Baroque,0.8202275037765503,40245,78658,titian,Unknown Artist,portrait,Unknown Genre,6697,3075
High_Renaissance,Baroque,0.8167306184768677,49023,78658,titian,Unknown Artist,portrait,Unknown Genre,6609,3075
Mannerism_Late_Renaissance,Baroque,0.8144257664680481,52592,78658,tintoretto,Unknown Artist,portrait,Unknown Genre,6708,3075
Baroque,Rococo,0.8341634273529053,70402,33701,Unknown Artist,joshua-reynolds,Unknown Genre,portrait,6291,3076
Baroque,Rococo,0.833026647567749,30064,33701,anthony-van-dyck,joshua-reynolds,portrait,portrait,2437,3076
Baroque,Rococo,0.8102940320968628,74510,33701,Unknown Artist,joshua-reynolds,Unknown Genre,portrait,1771,3076
Baroque,Rococo,0.7993289828300476,62963,33701,joshua-reynolds,joshua-reynolds,portrait,portrait,1929,3076
Baroque,Rococo,0.7883278131484985,45077,33701,anthony-van-dyck,joshua-reynolds,portrait,portrait,151,3076
Baroque,Rococo,0.8040035367012024,78588,22210,Unknown Artist,thomas-gainsborough,Unknown Genre,portrait,4413,3077
Baroque,Rococo,0.7990552186965942,62963,22210,joshua-reynolds,thomas-gainsborough,portrait,portrait,1929,3077
Baroque,Rococo,0.7970890998840332,3112,22210,rembrandt,thomas-gainsborough,Unknown Genre,portrait,5748,3077
Baroque,Rococo,0.7940528392791748,63339,22210,Unknown Artist,thomas-gainsborough,portrait,portrait,2004,3077
Baroque,Rococo,0.7784655690193176,74510,22210,Unknown Artist,thomas-gainsborough,Unknown Genre,portrait,1771,3077
Baroque,Rococo,0.874555766582489,78566,58443,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,689,3078
Baroque,Rococo,0.8624886274337769,26732,58443,Unknown Artist,Unknown Artist,cityscape,cityscape,505,3078
Baroque,Rococo,0.8586710095405579,59118,58443,Unknown Artist,Unknown Artist,landscape,cityscape,6422,3078
Baroque,Rococo,0.8289871215820312,78706,58443,Unknown Artist,Unknown Artist,Unknown Genre,cityscape,4160,3078
Baroque,Rococo,0.8220599889755249,45334,58443,canaletto,Unknown Artist,cityscape,cityscape,5582,3078
High_Renaissance,Mannerism_Late_Renaissance,0.8835234642028809,42124,56965,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5570,3079
High_Renaissance,Mannerism_Late_Renaissance,0.8787858486175537,29260,56965,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5929,3079
High_Renaissance,Mannerism_Late_Renaissance,0.8675852417945862,23937,56965,michelangelo,Unknown Artist,religious_painting,religious_painting,1379,3079
High_Renaissance,Mannerism_Late_Renaissance,0.8584142327308655,33495,56965,michelangelo,Unknown Artist,religious_painting,religious_painting,3463,3079
High_Renaissance,Mannerism_Late_Renaissance,0.8497647643089294,70455,56965,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting,807,3079
Northern_Renaissance,Baroque,0.8791321516036987,41761,26026,Unknown Artist,anthony-van-dyck,portrait,portrait,865,3080
Mannerism_Late_Renaissance,Baroque,0.8756731152534485,65107,26026,Unknown Artist,anthony-van-dyck,portrait,portrait,4276,3080
Northern_Renaissance,Baroque,0.8617622256278992,31036,26026,lucas-cranach-the-elder,anthony-van-dyck,portrait,portrait,6671,3080
Mannerism_Late_Renaissance,Baroque,0.858267605304718,71191,26026,Unknown Artist,anthony-van-dyck,Unknown Genre,portrait,4061,3080
Mannerism_Late_Renaissance,Baroque,0.8509576916694641,64952,26026,Unknown Artist,anthony-van-dyck,portrait,portrait,96,3080
Early_Renaissance,High_Renaissance,0.8487406969070435,56066,36719,Unknown Artist,michelangelo,religious_painting,sketch_and_study,1529,3081
Northern_Renaissance,High_Renaissance,0.8408349752426147,1906,36719,Unknown Artist,michelangelo,Unknown Genre,sketch_and_study,6715,3081
Early_Renaissance,High_Renaissance,0.8392755389213562,45383,36719,Unknown Artist,michelangelo,sketch_and_study,sketch_and_study,5415,3081
Northern_Renaissance,High_Renaissance,0.8374568223953247,5848,36719,albrecht-durer,michelangelo,sketch_and_study,sketch_and_study,3503,3081
Northern_Renaissance,High_Renaissance,0.8303530812263489,11936,36719,Unknown Artist,michelangelo,Unknown Genre,sketch_and_study,5884,3081
Baroque,Rococo,0.8639549016952515,19068,48329,Unknown Artist,joseph-wright,genre_painting,genre_painting,2086,3082
Baroque,Rococo,0.8414841294288635,38777,48329,anthony-van-dyck,joseph-wright,portrait,genre_painting,3462,3082
Baroque,Rococo,0.8365251421928406,62974,48329,Unknown Artist,joseph-wright,portrait,genre_painting,6337,3082
Baroque,Rococo,0.815232515335083,32932,48329,anthony-van-dyck,joseph-wright,portrait,genre_painting,735,3082
Baroque,Rococo,0.811715841293335,53691,48329,Unknown Artist,joseph-wright,genre_painting,genre_painting,1783,3082
Early_Renaissance,High_Renaissance,0.9079270958900452,21002,34770,leonardo-da-vinci,leonardo-da-vinci,portrait,sketch_and_study,6584,3083
Early_Renaissance,High_Renaissance,0.9004215598106384,30577,34770,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study,1460,3083
Early_Renaissance,High_Renaissance,0.8904047608375549,30562,34770,leonardo-da-vinci,leonardo-da-vinci,sketch_and_study,sketch_and_study,6983,3083
Early_Renaissance,High_Renaissance,0.8688769340515137,70726,34770,Unknown Artist,leonardo-da-vinci,Unknown Genre,sketch_and_study,1697,3083
Early_Renaissance,High_Renaissance,0.8602324724197388,61990,34770,Unknown Artist,leonardo-da-vinci,sketch_and_study,sketch_and_study,11,3083
Northern_Renaissance,Baroque,0.8641988635063171,29749,17693,Unknown Artist,rembrandt,religious_painting,religious_painting,345,3084
Mannerism_Late_Renaissance,Baroque,0.8641101717948914,42546,17693,Unknown Artist,rembrandt,religious_painting,religious_painting,1100,3084
Mannerism_Late_Renaissance,Baroque,0.857698380947113,32295,17693,Unknown Artist,rembrandt,religious_painting,religious_painting,1121,3084
Mannerism_Late_Renaissance,Baroque,0.8455514311790466,78451,17693,Unknown Artist,rembrandt,Unknown Genre,religious_painting,4261,3084
Northern_Renaissance,Baroque,0.8430233597755432,5810,17693,albrecht-durer,rembrandt,religious_painting,religious_painting,3136,3084
Early_Renaissance,High_Renaissance,0.8749727606773376,56305,75633,fra-angelico,Unknown Artist,religious_painting,Unknown Genre,5608,1527
Early_Renaissance,High_Renaissance,0.8716322183609009,54676,75633,Unknown Artist,Unknown Artist,genre_painting,Unknown Genre,5905,1527
Early_Renaissance,High_Renaissance,0.8686160445213318,44769,75633,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,1787,1527
Early_Renaissance,High_Renaissance,0.8660821914672852,25170,75633,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,3304,1527
Early_Renaissance,High_Renaissance,0.8660259246826172,57018,75633,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,5576,1527
Baroque,Rococo,0.9084683656692505,45299,24534,Unknown Artist,thomas-gainsborough,landscape,landscape,4314,3085
Baroque,Rococo,0.8976635336875916,31729,24534,Unknown Artist,thomas-gainsborough,landscape,landscape,98,3085
Baroque,Rococo,0.8931046724319458,74991,24534,Unknown Artist,thomas-gainsborough,Unknown Genre,landscape,2459,3085
Baroque,Rococo,0.8888338208198547,78620,24534,Unknown Artist,thomas-gainsborough,Unknown Genre,landscape,1698,3085
Baroque,Rococo,0.879934549331665,23212,24534,Unknown Artist,thomas-gainsborough,landscape,landscape,4135,3085
Early_Renaissance,Northern_Renaissance,0.9041841626167297,50194,7697,Unknown Artist,albrecht-durer,religious_painting,religious_painting,5839,3086
Early_Renaissance,Northern_Renaissance,0.8906019926071167,20435,7697,Unknown Artist,albrecht-durer,religious_painting,religious_painting,1551,3086
Early_Renaissance,Northern_Renaissance,0.8880627751350403,55863,7697,Unknown Artist,albrecht-durer,religious_painting,religious_painting,4468,3086
Early_Renaissance,Northern_Renaissance,0.8859323859214783,38887,7697,Unknown Artist,albrecht-durer,religious_painting,religious_painting,5457,3086
Early_Renaissance,Northern_Renaissance,0.8584817051887512,22126,7697,Unknown Artist,albrecht-durer,religious_painting,religious_painting,3434,3086
Northern_Renaissance,Baroque,0.8047018647193909,81126,71881,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,910,3087
Northern_Renaissance,Baroque,0.7743204832077026,23960,71881,Unknown Artist,Unknown Artist,genre_painting,Unknown Genre,6888,3087
High_Renaissance,Baroque,0.7698751091957092,52759,71881,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,867,3087
High_Renaissance,Baroque,0.7689122557640076,26573,71881,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,3266,3087
Mannerism_Late_Renaissance,Baroque,0.7670952081680298,38162,71881,Unknown Artist,Unknown Artist,cityscape,Unknown Genre,1978,3087
High_Renaissance,Mannerism_Late_Renaissance,0.9099223017692566,70330,56708,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting,1917,3089
High_Renaissance,Mannerism_Late_Renaissance,0.9044966101646423,57081,56708,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5322,3089
High_Renaissance,Mannerism_Late_Renaissance,0.9041040539741516,34573,56708,michelangelo,Unknown Artist,religious_painting,religious_painting,6885,3089
High_Renaissance,Mannerism_Late_Renaissance,0.897592306137085,69747,56708,Unknown Artist,Unknown Artist,Unknown Genre,religious_painting,1623,3089
High_Renaissance,Mannerism_Late_Renaissance,0.8957924842834473,43505,56708,Unknown Artist,Unknown Artist,religious_painting,religious_painting,2123,3089
Northern_Renaissance,Baroque,0.8135823011398315,28589,12357,hieronymus-bosch,rembrandt,portrait,portrait,6789,3090
Northern_Renaissance,Baroque,0.8090018630027771,41113,12357,hans-holbein-the-younger,rembrandt,portrait,portrait,1177,3090
Northern_Renaissance,Baroque,0.8085581064224243,66022,12357,hans-holbein-the-younger,rembrandt,portrait,portrait,1985,3090
Northern_Renaissance,Baroque,0.8081314563751221,65245,12357,hans-holbein-the-younger,rembrandt,portrait,portrait,4501,3090
Mannerism_Late_Renaissance,Baroque,0.8047237396240234,75335,12357,Unknown Artist,rembrandt,Unknown Genre,portrait,3926,3090
High_Renaissance,Northern_Renaissance,0.8713647723197937,47924,18032,leonardo-da-vinci,albrecht-durer,sketch_and_study,sketch_and_study,2515,3091
High_Renaissance,Northern_Renaissance,0.8524401187896729,62153,18032,leonardo-da-vinci,albrecht-durer,sketch_and_study,sketch_and_study,170,3091
High_Renaissance,Northern_Renaissance,0.851032018661499,76122,18032,Unknown Artist,albrecht-durer,Unknown Genre,sketch_and_study,4635,3091
High_Renaissance,Northern_Renaissance,0.8319952487945557,45857,18032,michelangelo,albrecht-durer,sketch_and_study,sketch_and_study,1714,3091
High_Renaissance,Northern_Renaissance,0.8319537043571472,62443,18032,leonardo-da-vinci,albrecht-durer,sketch_and_study,sketch_and_study,989,3091
Northern_Renaissance,High_Renaissance,0.8742365837097168,30503,37872,lucas-cranach-the-elder,raphael,religious_painting,religious_painting,4852,3092
Northern_Renaissance,High_Renaissance,0.8699209094047546,34061,37872,Unknown Artist,raphael,religious_painting,religious_painting,6573,3092
Northern_Renaissance,High_Renaissance,0.8590704202651978,56893,37872,lucas-cranach-the-elder,raphael,religious_painting,religious_painting,3965,3092
Northern_Renaissance,High_Renaissance,0.8578398823738098,37247,37872,Unknown Artist,raphael,religious_painting,religious_painting,424,3092
Northern_Renaissance,High_Renaissance,0.8568664789199829,81151,37872,Unknown Artist,raphael,Unknown Genre,religious_painting,3772,3092
Early_Renaissance,Northern_Renaissance,0.8345953822135925,56382,564,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,4340,3093
Early_Renaissance,Northern_Renaissance,0.8192819952964783,41509,564,pietro-perugino,Unknown Artist,religious_painting,Unknown Genre,3509,3093
High_Renaissance,Northern_Renaissance,0.8133073449134827,56035,564,titian,Unknown Artist,religious_painting,Unknown Genre,6887,3093
Early_Renaissance,Northern_Renaissance,0.8130671977996826,37216,564,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,1508,3093
Early_Renaissance,Northern_Renaissance,0.812238335609436,43046,564,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,3212,3093
Northern_Renaissance,High_Renaissance,0.8722695708274841,19071,56422,Unknown Artist,Unknown Artist,religious_painting,religious_painting,6630,3094
Early_Renaissance,High_Renaissance,0.8675427436828613,30954,56422,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1083,3094
Early_Renaissance,High_Renaissance,0.8616005182266235,24831,56422,Unknown Artist,Unknown Artist,religious_painting,religious_painting,4121,3094
Early_Renaissance,High_Renaissance,0.8599688410758972,25963,56422,Unknown Artist,Unknown Artist,religious_painting,religious_painting,556,3094
Early_Renaissance,High_Renaissance,0.8595151305198669,55997,56422,Unknown Artist,Unknown Artist,religious_painting,religious_painting,2803,3094
Northern_Renaissance,Baroque,0.8236472606658936,18131,78613,albrecht-durer,Unknown Artist,religious_painting,Unknown Genre,2065,3095
Northern_Renaissance,Baroque,0.8102376461029053,18007,78613,albrecht-durer,Unknown Artist,religious_painting,Unknown Genre,6348,3095
Mannerism_Late_Renaissance,Baroque,0.8027433753013611,36193,78613,Unknown Artist,Unknown Artist,portrait,Unknown Genre,5620,3095
High_Renaissance,Baroque,0.7993053197860718,72269,78613,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,1425,3095
Mannerism_Late_Renaissance,Baroque,0.7986233830451965,66273,78613,tintoretto,Unknown Artist,portrait,Unknown Genre,774,3095
Early_Renaissance,High_Renaissance,0.8744100332260132,25221,32659,Unknown Artist,Unknown Artist,portrait,portrait,5439,3096
Early_Renaissance,High_Renaissance,0.8594257235527039,33893,32659,Unknown Artist,Unknown Artist,portrait,portrait,1797,3096
Early_Renaissance,High_Renaissance,0.8586008548736572,66211,32659,leonardo-da-vinci,Unknown Artist,portrait,portrait,62,3096
Early_Renaissance,High_Renaissance,0.8581181764602661,30737,32659,Unknown Artist,Unknown Artist,portrait,portrait,1450,3096
Northern_Renaissance,High_Renaissance,0.8519118428230286,18090,32659,albrecht-durer,Unknown Artist,portrait,portrait,304,3096
Northern_Renaissance,High_Renaissance,0.8804717063903809,56910,56347,hans-holbein-the-younger,titian,religious_painting,religious_painting,4026,3097
Northern_Renaissance,High_Renaissance,0.8636070489883423,22301,56347,hieronymus-bosch,titian,religious_painting,religious_painting,2566,3097
Early_Renaissance,High_Renaissance,0.8591048121452332,25496,56347,Unknown Artist,titian,religious_painting,religious_painting,2171,3097
Early_Renaissance,High_Renaissance,0.8521553874015808,32171,56347,Unknown Artist,titian,religious_painting,religious_painting,1791,3097
Early_Renaissance,High_Renaissance,0.8366826176643372,55818,56347,fra-angelico,titian,religious_painting,religious_painting,6910,3097
High_Renaissance,Northern_Renaissance,0.8774784803390503,72848,13342,Unknown Artist,albrecht-durer,Unknown Genre,religious_painting,476,3098
Early_Renaissance,Northern_Renaissance,0.8627653121948242,29122,13342,Unknown Artist,albrecht-durer,religious_painting,religious_painting,2733,3098
High_Renaissance,Northern_Renaissance,0.8604140877723694,79370,13342,Unknown Artist,albrecht-durer,Unknown Genre,religious_painting,1230,3098
Early_Renaissance,Northern_Renaissance,0.860102117061615,20866,13342,Unknown Artist,albrecht-durer,religious_painting,religious_painting,3119,3098
High_Renaissance,Northern_Renaissance,0.8571351766586304,79413,13342,Unknown Artist,albrecht-durer,Unknown Genre,religious_painting,3958,3098
Early_Renaissance,Northern_Renaissance,0.9044564366340637,22126,46857,Unknown Artist,Unknown Artist,religious_painting,religious_painting,3434,3099
